filename,row_index,raw_value,normalized,dns_resolved,http_active,http_details,active
Mock_Data_01_08_2025.xlsx,11,icicibankhomeloan.in,icicibankhomeloan.in,False,False,"{'error': 'all attempts failed', 'tried': ['icicibankhomeloan.in', 'https://icicibankhomeloan.in', 'http://icicibankhomeloan.in']}",False
Mock_Data_01_08_2025.xlsx,12,bybiciciniqa.ga,bybiciciniqa.ga,False,False,"{'error': 'all attempts failed', 'tried': ['bybiciciniqa.ga', 'https://bybiciciniqa.ga', 'http://bybiciciniqa.ga']}",False
Mock_Data_01_08_2025.xlsx,13,bicicleta-lujo.com,bicicleta-lujo.com,False,False,"{'error': 'all attempts failed', 'tried': ['bicicleta-lujo.com', 'https://bicicleta-lujo.com', 'http://bicicleta-lujo.com']}",False
Mock_Data_01_08_2025.xlsx,14,icici-securities.vip,icici-securities.vip,False,False,"{'error': 'all attempts failed', 'tried': ['icici-securities.vip', 'https://icici-securities.vip', 'http://icici-securities.vip']}",False
Mock_Data_01_08_2025.xlsx,15,ciccciciciccicicccii.ga,ciccciciciccicicccii.ga,False,False,"{'error': 'all attempts failed', 'tried': ['ciccciciciccicicccii.ga', 'https://ciccciciciccicicccii.ga', 'http://ciccciciciccicicccii.ga']}",False
Mock_Data_01_08_2025.xlsx,16,cicicicicici.com,cicicicicici.com,False,False,"{'error': 'all attempts failed', 'tried': ['cicicicicici.com', 'https://cicicicicici.com', 'http://cicicicicici.com']}",False
Mock_Data_01_08_2025.xlsx,17,i-cicle.com,i-cicle.com,False,False,"{'error': 'all attempts failed', 'tried': ['i-cicle.com', 'https://i-cicle.com', 'http://i-cicle.com']}",False
Mock_Data_01_08_2025.xlsx,18,cicifosilcici.shop,cicifosilcici.shop,False,False,"{'error': 'all attempts failed', 'tried': ['cicifosilcici.shop', 'https://cicifosilcici.shop', 'http://cicifosilcici.shop']}",False
Mock_Data_01_08_2025.xlsx,19,ijicicipylid.ga,ijicicipylid.ga,False,False,"{'error': 'all attempts failed', 'tried': ['ijicicipylid.ga', 'https://ijicicipylid.ga', 'http://ijicicipylid.ga']}",False
Mock_Data_01_08_2025.xlsx,20,suryaticici32.erwinnila123.my.id,suryaticici32.erwinnila123.my.id,False,False,"{'error': 'all attempts failed', 'tried': ['suryaticici32.erwinnila123.my.id', 'https://suryaticici32.erwinnila123.my.id', 'http://suryaticici32.erwinnila123.my.id']}",False
Mock_Data_01_08_2025.xlsx,21,ebrubicici.com,ebrubicici.com,False,False,"{'error': 'all attempts failed', 'tried': ['ebrubicici.com', 'https://ebrubicici.com', 'http://ebrubicici.com']}",False
Mock_Data_01_08_2025.xlsx,22,redeemclaims.in/icici/,redeemclaims.in/icici/,False,False,"{'error': 'all attempts failed', 'tried': ['redeemclaims.in/icici/', 'https://redeemclaims.in/icici/', 'http://redeemclaims.in/icici/']}",False
Mock_Data_01_08_2025.xlsx,23,icicloanservice.com,icicloanservice.com,False,False,"{'error': 'all attempts failed', 'tried': ['icicloanservice.com', 'https://icicloanservice.com', 'http://icicloanservice.com']}",False
Mock_Data_01_08_2025.xlsx,24,myicicilombard.zapto.xyz,myicicilombard.zapto.xyz,False,False,"{'error': 'all attempts failed', 'tried': ['myicicilombard.zapto.xyz', 'https://myicicilombard.zapto.xyz', 'http://myicicilombard.zapto.xyz']}",False
Mock_Data_01_08_2025.xlsx,25,giavicici.asia,giavicici.asia,False,False,"{'error': 'all attempts failed', 'tried': ['giavicici.asia', 'https://giavicici.asia', 'http://giavicici.asia']}",False
Mock_Data_01_08_2025.xlsx,26,kiciciap.shop,kiciciap.shop,False,False,"{'error': 'all attempts failed', 'tried': ['kiciciap.shop', 'https://kiciciap.shop', 'http://kiciciap.shop']}",False
Mock_Data_01_08_2025.xlsx,27,icicibank.com.co,icicibank.com.co,False,False,"{'error': 'all attempts failed', 'tried': ['icicibank.com.co', 'https://icicibank.com.co', 'http://icicibank.com.co']}",False
Mock_Data_01_08_2025.xlsx,28,www.pysdru.com,www.pysdru.com,False,False,"{'error': 'all attempts failed', 'tried': ['www.pysdru.com', 'https://www.pysdru.com', 'http://www.pysdru.com']}",False
Mock_Data_01_08_2025.xlsx,29,clclcl.cloud,clclcl.cloud,False,False,"{'error': 'all attempts failed', 'tried': ['clclcl.cloud', 'https://clclcl.cloud', 'http://clclcl.cloud']}",False
Mock_Data_01_08_2025.xlsx,30,iciciibank.vip,iciciibank.vip,False,False,"{'error': 'all attempts failed', 'tried': ['iciciibank.vip', 'https://iciciibank.vip', 'http://iciciibank.vip']}",False
Mock_Data_01_08_2025.xlsx,31,levgreen.com.ua/icici/info.htm,levgreen.com.ua/icici/info.htm,False,False,"{'error': 'all attempts failed', 'tried': ['levgreen.com.ua/icici/info.htm', 'https://levgreen.com.ua/icici/info.htm', 'http://levgreen.com.ua/icici/info.htm']}",False
Mock_Data_01_08_2025.xlsx,32,icicibank.io/,icicibank.io/,True,True,"{'final_url': 'https://icicibank.io/', 'status': 200, 'tried': 'https://icicibank.io/'}",True
Mock_Data_01_08_2025.xlsx,33,icicipg.ms,icicipg.ms,False,False,"{'error': 'all attempts failed', 'tried': ['icicipg.ms', 'https://icicipg.ms', 'http://icicipg.ms']}",False
Mock_Data_01_08_2025.xlsx,34,cicicici.direct.quickconnect.cn,cicicici.direct.quickconnect.cn,False,False,"{'error': 'all attempts failed', 'tried': ['cicicici.direct.quickconnect.cn', 'https://cicicici.direct.quickconnect.cn', 'http://cicicici.direct.quickconnect.cn']}",False
Mock_Data_01_08_2025.xlsx,35,bicicletasushuaia.com,bicicletasushuaia.com,False,False,"{'error': 'all attempts failed', 'tried': ['bicicletasushuaia.com', 'https://bicicletasushuaia.com', 'http://bicicletasushuaia.com']}",False
Mock_Data_01_08_2025.xlsx,36,cicicici.org,cicicici.org,False,False,"{'error': 'all attempts failed', 'tried': ['cicicici.org', 'https://cicicici.org', 'http://cicicici.org']}",False
Mock_Data_01_08_2025.xlsx,37,foreveryong.lat,foreveryong.lat,False,False,"{'error': 'all attempts failed', 'tried': ['foreveryong.lat', 'https://foreveryong.lat', 'http://foreveryong.lat']}",False
Mock_Data_01_08_2025.xlsx,38,ns01.bicicletasmundopedal.com,ns01.bicicletasmundopedal.com,False,False,"{'error': 'all attempts failed', 'tried': ['ns01.bicicletasmundopedal.com', 'https://ns01.bicicletasmundopedal.com', 'http://ns01.bicicletasmundopedal.com']}",False
Mock_Data_01_08_2025.xlsx,39,icicilbank.sbs,icicilbank.sbs,False,False,"{'error': 'all attempts failed', 'tried': ['icicilbank.sbs', 'https://icicilbank.sbs', 'http://icicilbank.sbs']}",False
Mock_Data_01_08_2025.xlsx,40,icicidirectn.co,icicidirectn.co,False,False,"{'error': 'all attempts failed', 'tried': ['icicidirectn.co', 'https://icicidirectn.co', 'http://icicidirectn.co']}",False
Mock_Data_01_08_2025.xlsx,41,qkns-icici-prod1.unique.azure-api.net,qkns-icici-prod1.unique.azure-api.net,False,False,"{'error': 'all attempts failed', 'tried': ['qkns-icici-prod1.unique.azure-api.net', 'https://qkns-icici-prod1.unique.azure-api.net', 'http://qkns-icici-prod1.unique.azure-api.net']}",False
Mock_Data_01_08_2025.xlsx,42,ns01.bicicletastribiker.com,ns01.bicicletastribiker.com,False,False,"{'error': 'all attempts failed', 'tried': ['ns01.bicicletastribiker.com', 'https://ns01.bicicletastribiker.com', 'http://ns01.bicicletastribiker.com']}",False
Mock_Data_01_08_2025.xlsx,43,icicledid.com,icicledid.com,False,False,"{'error': 'all attempts failed', 'tried': ['icicledid.com', 'https://icicledid.com', 'http://icicledid.com']}",False
Mock_Data_01_08_2025.xlsx,44,redeemsclaims.in,redeemsclaims.in,False,False,"{'error': 'all attempts failed', 'tried': ['redeemsclaims.in', 'https://redeemsclaims.in', 'http://redeemsclaims.in']}",False
Mock_Data_01_08_2025.xlsx,45,icici.digitify.app,icici.digitify.app,True,False,"{'error': 'all attempts failed', 'tried': ['icici.digitify.app', 'https://icici.digitify.app', 'http://icici.digitify.app']}",False
Mock_Data_01_08_2025.xlsx,46,labicicleta.co.uk,labicicleta.co.uk,False,False,"{'error': 'all attempts failed', 'tried': ['labicicleta.co.uk', 'https://labicicleta.co.uk', 'http://labicicleta.co.uk']}",False
Mock_Data_01_08_2025.xlsx,47,rewardsclaim.in/,rewardsclaim.in/,False,False,"{'error': 'all attempts failed', 'tried': ['rewardsclaim.in/', 'https://rewardsclaim.in/', 'http://rewardsclaim.in/']}",False
Mock_Data_01_08_2025.xlsx,48,cardnetwork.in/,cardnetwork.in/,False,False,"{'error': 'all attempts failed', 'tried': ['cardnetwork.in/', 'https://cardnetwork.in/', 'http://cardnetwork.in/']}",False
Mock_Data_01_08_2025.xlsx,49,icicistorepoint.in,icicistorepoint.in,False,False,"{'error': 'all attempts failed', 'tried': ['icicistorepoint.in', 'https://icicistorepoint.in', 'http://icicistorepoint.in']}",False
Mock_Data_01_08_2025.xlsx,50,icicicardoffer.info,icicicardoffer.info,False,False,"{'error': 'all attempts failed', 'tried': ['icicicardoffer.info', 'https://icicicardoffer.info', 'http://icicicardoffer.info']}",False
Mock_Data_01_08_2025.xlsx,51,7ddccc4d-f6cb-4b23-ba8f-804627443bbf-00-3jlytvolrbk4u.pike.replit.dev/,7ddccc4d-f6cb-4b23-ba8f-804627443bbf-00-3jlytvolrbk4u.pike.replit.dev/,True,False,"{'error': 'all attempts failed', 'tried': ['7ddccc4d-f6cb-4b23-ba8f-804627443bbf-00-3jlytvolrbk4u.pike.replit.dev/', 'https://7ddccc4d-f6cb-4b23-ba8f-804627443bbf-00-3jlytvolrbk4u.pike.replit.dev/', 'http://7ddccc4d-f6cb-4b23-ba8f-804627443bbf-00-3jlytvolrbk4u.pike.replit.dev/']}",False
Mock_Data_01_08_2025.xlsx,52,qkns-icici-prod1.unique.developer.azure-api.net,qkns-icici-prod1.unique.developer.azure-api.net,False,False,"{'error': 'all attempts failed', 'tried': ['qkns-icici-prod1.unique.developer.azure-api.net', 'https://qkns-icici-prod1.unique.developer.azure-api.net', 'http://qkns-icici-prod1.unique.developer.azure-api.net']}",False
Mock_Data_01_08_2025.xlsx,53,3e92692b-1692-43e1-a5a6-35313752fa49-00-wrefxn3i7fuk.pike.replit.dev/,3e92692b-1692-43e1-a5a6-35313752fa49-00-wrefxn3i7fuk.pike.replit.dev/,True,False,"{'error': 'all attempts failed', 'tried': ['3e92692b-1692-43e1-a5a6-35313752fa49-00-wrefxn3i7fuk.pike.replit.dev/', 'https://3e92692b-1692-43e1-a5a6-35313752fa49-00-wrefxn3i7fuk.pike.replit.dev/', 'http://3e92692b-1692-43e1-a5a6-35313752fa49-00-wrefxn3i7fuk.pike.replit.dev/']}",False
Mock_Data_01_08_2025.xlsx,54,zafpshvx.icici.app/,zafpshvx.icici.app/,False,False,"{'error': 'all attempts failed', 'tried': ['zafpshvx.icici.app/', 'https://zafpshvx.icici.app/', 'http://zafpshvx.icici.app/']}",False
Mock_Data_01_08_2025.xlsx,55,bicicletasbosqueysalud.com,bicicletasbosqueysalud.com,False,False,"{'error': 'all attempts failed', 'tried': ['bicicletasbosqueysalud.com', 'https://bicicletasbosqueysalud.com', 'http://bicicletasbosqueysalud.com']}",False
Mock_Data_01_08_2025.xlsx,56,redeemmyclaim.in/icici/,redeemmyclaim.in/icici/,False,False,"{'error': 'all attempts failed', 'tried': ['redeemmyclaim.in/icici/', 'https://redeemmyclaim.in/icici/', 'http://redeemmyclaim.in/icici/']}",False
Mock_Data_01_08_2025.xlsx,57,81a8e64d-58d2-4d79-aff3-19ac624b530b-00-1nhchjvgh7knk.sisko.replit.dev/,81a8e64d-58d2-4d79-aff3-19ac624b530b-00-1nhchjvgh7knk.sisko.replit.dev/,True,False,"{'error': 'all attempts failed', 'tried': ['81a8e64d-58d2-4d79-aff3-19ac624b530b-00-1nhchjvgh7knk.sisko.replit.dev/', 'https://81a8e64d-58d2-4d79-aff3-19ac624b530b-00-1nhchjvgh7knk.sisko.replit.dev/', 'http://81a8e64d-58d2-4d79-aff3-19ac624b530b-00-1nhchjvgh7knk.sisko.replit.dev/']}",False
Mock_Data_01_08_2025.xlsx,58,rewardsicici.com,rewardsicici.com,False,False,"{'error': 'all attempts failed', 'tried': ['rewardsicici.com', 'https://rewardsicici.com', 'http://rewardsicici.com']}",False
Mock_Data_01_08_2025.xlsx,59,bicicleta-electrica-segunda-mano.online,bicicleta-electrica-segunda-mano.online,False,False,"{'error': 'all attempts failed', 'tried': ['bicicleta-electrica-segunda-mano.online', 'https://bicicleta-electrica-segunda-mano.online', 'http://bicicleta-electrica-segunda-mano.online']}",False
Mock_Data_01_08_2025.xlsx,60,redeemspoints.in/icici/,redeemspoints.in/icici/,False,False,"{'error': 'all attempts failed', 'tried': ['redeemspoints.in/icici/', 'https://redeemspoints.in/icici/', 'http://redeemspoints.in/icici/']}",False
Mock_Data_01_08_2025.xlsx,61,ns.icicidirectlogin.com,ns.icicidirectlogin.com,False,False,"{'error': 'all attempts failed', 'tried': ['ns.icicidirectlogin.com', 'https://ns.icicidirectlogin.com', 'http://ns.icicidirectlogin.com']}",False
Mock_Data_01_08_2025.xlsx,62,rewardicici.com,rewardicici.com,False,False,"{'error': 'all attempts failed', 'tried': ['rewardicici.com', 'https://rewardicici.com', 'http://rewardicici.com']}",False
Mock_Data_01_08_2025.xlsx,63,icicibsnk.buzz,icicibsnk.buzz,False,False,"{'error': 'all attempts failed', 'tried': ['icicibsnk.buzz', 'https://icicibsnk.buzz', 'http://icicibsnk.buzz']}",False
Mock_Data_01_08_2025.xlsx,64,ticicity.com,ticicity.com,False,False,"{'error': 'all attempts failed', 'tried': ['ticicity.com', 'https://ticicity.com', 'http://ticicity.com']}",False
Mock_Data_01_08_2025.xlsx,65,ciciba.info,ciciba.info,False,False,"{'error': 'all attempts failed', 'tried': ['ciciba.info', 'https://ciciba.info', 'http://ciciba.info']}",False
Mock_Data_01_08_2025.xlsx,66,www.krtdsr.com/#/login/login,www.krtdsr.com/#/login/login,False,False,"{'error': 'all attempts failed', 'tried': ['www.krtdsr.com/#/login/login', 'https://www.krtdsr.com/#/login/login', 'http://www.krtdsr.com/#/login/login']}",False
Mock_Data_01_08_2025.xlsx,67,hvkn4feaq6ic1cihhbg80ncmghh58116.com,hvkn4feaq6ic1cihhbg80ncmghh58116.com,False,False,"{'error': 'all attempts failed', 'tried': ['hvkn4feaq6ic1cihhbg80ncmghh58116.com', 'https://hvkn4feaq6ic1cihhbg80ncmghh58116.com', 'http://hvkn4feaq6ic1cihhbg80ncmghh58116.com']}",False
Mock_Data_01_08_2025.xlsx,68,www.uat.icici.app/,www.uat.icici.app/,False,False,"{'error': 'all attempts failed', 'tried': ['www.uat.icici.app/', 'https://www.uat.icici.app/', 'http://www.uat.icici.app/']}",False
Mock_Data_01_08_2025.xlsx,69,cibcbank.net,cibcbank.net,False,False,"{'error': 'all attempts failed', 'tried': ['cibcbank.net', 'https://cibcbank.net', 'http://cibcbank.net']}",False
Mock_Data_01_08_2025.xlsx,70,bicicleta-electrica-usada.store,bicicleta-electrica-usada.store,False,False,"{'error': 'all attempts failed', 'tried': ['bicicleta-electrica-usada.store', 'https://bicicleta-electrica-usada.store', 'http://bicicleta-electrica-usada.store']}",False
Mock_Data_01_08_2025.xlsx,71,bnpparibasbicici.com,bnpparibasbicici.com,False,False,"{'error': 'all attempts failed', 'tried': ['bnpparibasbicici.com', 'https://bnpparibasbicici.com', 'http://bnpparibasbicici.com']}",False
Mock_Data_01_08_2025.xlsx,72,icicisecuritiesin.com,icicisecuritiesin.com,False,False,"{'error': 'all attempts failed', 'tried': ['icicisecuritiesin.com', 'https://icicisecuritiesin.com', 'http://icicisecuritiesin.com']}",False
Mock_Data_01_08_2025.xlsx,73,icicirewardspro.in.ultimacare.in,icicirewardspro.in.ultimacare.in,False,False,"{'error': 'all attempts failed', 'tried': ['icicirewardspro.in.ultimacare.in', 'https://icicirewardspro.in.ultimacare.in', 'http://icicirewardspro.in.ultimacare.in']}",False
Mock_Data_01_08_2025.xlsx,74,ilmds.icicilombard.com.us.cas.ms,ilmds.icicilombard.com.us.cas.ms,False,False,"{'error': 'all attempts failed', 'tried': ['ilmds.icicilombard.com.us.cas.ms', 'https://ilmds.icicilombard.com.us.cas.ms', 'http://ilmds.icicilombard.com.us.cas.ms']}",False
Mock_Data_01_08_2025.xlsx,75,airtelconnect.in,airtelconnect.in,False,False,"{'error': 'all attempts failed', 'tried': ['airtelconnect.in', 'https://airtelconnect.in', 'http://airtelconnect.in']}",False
Mock_Data_01_08_2025.xlsx,76,cicici.store,cicici.store,False,False,"{'error': 'all attempts failed', 'tried': ['cicici.store', 'https://cicici.store', 'http://cicici.store']}",False
Mock_Data_01_08_2025.xlsx,77,bicicletas-electricas.online,bicicletas-electricas.online,False,False,"{'error': 'all attempts failed', 'tried': ['bicicletas-electricas.online', 'https://bicicletas-electricas.online', 'http://bicicletas-electricas.online']}",False
Mock_Data_01_08_2025.xlsx,78,cicicici.ml,cicicici.ml,False,False,"{'error': 'all attempts failed', 'tried': ['cicicici.ml', 'https://cicicici.ml', 'http://cicicici.ml']}",False
Mock_Data_01_08_2025.xlsx,79,campaign-icicibanksmartech-54938-583899-16329857-raghavendra.dm,campaign-icicibanksmartech-54938-583899-16329857-raghavendra.dm,False,False,"{'error': 'all attempts failed', 'tried': ['campaign-icicibanksmartech-54938-583899-16329857-raghavendra.dm', 'https://campaign-icicibanksmartech-54938-583899-16329857-raghavendra.dm', 'http://campaign-icicibanksmartech-54938-583899-16329857-raghavendra.dm']}",False
Mock_Data_01_08_2025.xlsx,80,dgw.icicibanklogin.com/,dgw.icicibanklogin.com/,False,False,"{'error': 'all attempts failed', 'tried': ['dgw.icicibanklogin.com/', 'https://dgw.icicibanklogin.com/', 'http://dgw.icicibanklogin.com/']}",False
Mock_Data_01_08_2025.xlsx,81,icici-ecollect-prod.flamingotravels.co.in,icici-ecollect-prod.flamingotravels.co.in,True,True,"{'final_url': 'https://icici-ecollect-prod.flamingotravels.co.in', 'status': 200, 'tried': 'https://icici-ecollect-prod.flamingotravels.co.in'}",True
Mock_Data_01_08_2025.xlsx,82,cacibank.com,cacibank.com,False,False,"{'error': 'all attempts failed', 'tried': ['cacibank.com', 'https://cacibank.com', 'http://cacibank.com']}",False
Mock_Data_01_08_2025.xlsx,83,moneyworld.it.com,moneyworld.it.com,False,False,"{'error': 'all attempts failed', 'tried': ['moneyworld.it.com', 'https://moneyworld.it.com', 'http://moneyworld.it.com']}",False
Mock_Data_01_08_2025.xlsx,84,www.moviez.ml/spp/cib-infinity.icicibank.co.in/NetbankingUpdateSession/Ret.userBANKAWAY/,www.moviez.ml/spp/cib-infinity.icicibank.co.in/NetbankingUpdateSession/Ret.userBANKAWAY/,False,False,"{'error': 'all attempts failed', 'tried': ['www.moviez.ml/spp/cib-infinity.icicibank.co.in/NetbankingUpdateSession/Ret.userBANKAWAY/', 'https://www.moviez.ml/spp/cib-infinity.icicibank.co.in/NetbankingUpdateSession/Ret.userBANKAWAY/', 'http://www.moviez.ml/spp/cib-infinity.icicibank.co.in/NetbankingUpdateSession/Ret.userBANKAWAY/']}",False
Mock_Data_01_08_2025.xlsx,85,www.iciuser.co.in/,www.iciuser.co.in/,False,False,"{'error': 'all attempts failed', 'tried': ['www.iciuser.co.in/', 'https://www.iciuser.co.in/', 'http://www.iciuser.co.in/']}",False
Mock_Data_01_08_2025.xlsx,86,icicibanking.org/,icicibanking.org/,False,False,"{'error': 'all attempts failed', 'tried': ['icicibanking.org/', 'https://icicibanking.org/', 'http://icicibanking.org/']}",False
Mock_Data_01_08_2025.xlsx,87,stg.icici.app/,stg.icici.app/,False,False,"{'error': 'all attempts failed', 'tried': ['stg.icici.app/', 'https://stg.icici.app/', 'http://stg.icici.app/']}",False
Mock_Data_01_08_2025.xlsx,88,biciciyapi.com/,biciciyapi.com/,False,False,"{'error': 'all attempts failed', 'tried': ['biciciyapi.com/', 'https://biciciyapi.com/', 'http://biciciyapi.com/']}",False
Mock_Data_01_08_2025.xlsx,89,ezgificici.com,ezgificici.com,False,False,"{'error': 'all attempts failed', 'tried': ['ezgificici.com', 'https://ezgificici.com', 'http://ezgificici.com']}",False
Mock_Data_01_08_2025.xlsx,90,icicillbank.cc,icicillbank.cc,False,False,"{'error': 'all attempts failed', 'tried': ['icicillbank.cc', 'https://icicillbank.cc', 'http://icicillbank.cc']}",False
Mock_Data_01_08_2025.xlsx,91,jicici.com,jicici.com,False,False,"{'error': 'all attempts failed', 'tried': ['jicici.com', 'https://jicici.com', 'http://jicici.com']}",False
Mock_Data_01_08_2025.xlsx,92,sotericicients.shop,sotericicients.shop,True,True,"{'final_url': 'https://sotericicients.shop', 'status': 200, 'tried': 'https://sotericicients.shop'}",True
Mock_Data_01_08_2025.xlsx,93,idicici.com,idicici.com,False,False,"{'error': 'all attempts failed', 'tried': ['idicici.com', 'https://idicici.com', 'http://idicici.com']}",False
Mock_Data_01_08_2025.xlsx,94,onlineicicibank.com,onlineicicibank.com,False,False,"{'error': 'all attempts failed', 'tried': ['onlineicicibank.com', 'https://onlineicicibank.com', 'http://onlineicicibank.com']}",False
Mock_Data_01_08_2025.xlsx,95,xn--ccbank-h8abb.com,xn--ccbank-h8abb.com,False,False,"{'error': 'all attempts failed', 'tried': ['xn--ccbank-h8abb.com', 'https://xn--ccbank-h8abb.com', 'http://xn--ccbank-h8abb.com']}",False
Mock_Data_01_08_2025.xlsx,96,console.icici.buildint.co,console.icici.buildint.co,True,True,"{'final_url': 'https://console.icici.buildint.co/login', 'status': 200, 'tried': 'https://console.icici.buildint.co'}",True
Mock_Data_01_08_2025.xlsx,97,icici-securitiesgo.vip/,icici-securitiesgo.vip/,False,False,"{'error': 'all attempts failed', 'tried': ['icici-securitiesgo.vip/', 'https://icici-securitiesgo.vip/', 'http://icici-securitiesgo.vip/']}",False
Mock_Data_01_08_2025.xlsx,98,icici-securitiesup.vip/#/pages/login/login,icici-securitiesup.vip/#/pages/login/login,False,False,"{'error': 'all attempts failed', 'tried': ['icici-securitiesup.vip/#/pages/login/login', 'https://icici-securitiesup.vip/#/pages/login/login', 'http://icici-securitiesup.vip/#/pages/login/login']}",False
Mock_Data_01_08_2025.xlsx,99,eiciciportal.loginsupport.in/,eiciciportal.loginsupport.in/,True,False,"{'error': 'all attempts failed', 'tried': ['eiciciportal.loginsupport.in/', 'https://eiciciportal.loginsupport.in/', 'http://eiciciportal.loginsupport.in/']}",False
Mock_Data_01_08_2025.xlsx,100,mail-icicibank.co.in,mail-icicibank.co.in,False,False,"{'error': 'all attempts failed', 'tried': ['mail-icicibank.co.in', 'https://mail-icicibank.co.in', 'http://mail-icicibank.co.in']}",False
Mock_Data_01_08_2025.xlsx,101,dicici.net,dicici.net,False,False,"{'error': 'all attempts failed', 'tried': ['dicici.net', 'https://dicici.net', 'http://dicici.net']}",False
Mock_Data_01_08_2025.xlsx,102,icici.bank.co.in/,icici.bank.co.in/,False,False,"{'error': 'all attempts failed', 'tried': ['icici.bank.co.in/', 'https://icici.bank.co.in/', 'http://icici.bank.co.in/']}",False
Mock_Data_01_08_2025.xlsx,103,icici.sworks.co.in,icici.sworks.co.in,True,False,"{'error': 'all attempts failed', 'tried': ['icici.sworks.co.in', 'https://icici.sworks.co.in', 'http://icici.sworks.co.in']}",False
Mock_Data_01_08_2025.xlsx,104,mycardsapp.in,mycardsapp.in,False,False,"{'error': 'all attempts failed', 'tried': ['mycardsapp.in', 'https://mycardsapp.in', 'http://mycardsapp.in']}",False
Mock_Data_01_08_2025.xlsx,105,komuzicici.ga,komuzicici.ga,False,False,"{'error': 'all attempts failed', 'tried': ['komuzicici.ga', 'https://komuzicici.ga', 'http://komuzicici.ga']}",False
Mock_Data_01_08_2025.xlsx,106,icicinabk.com,icicinabk.com,False,False,"{'error': 'all attempts failed', 'tried': ['icicinabk.com', 'https://icicinabk.com', 'http://icicinabk.com']}",False
Mock_Data_01_08_2025.xlsx,107,icicinri.com,icicinri.com,False,False,"{'error': 'all attempts failed', 'tried': ['icicinri.com', 'https://icicinri.com', 'http://icicinri.com']}",False
Mock_Data_01_08_2025.xlsx,108,rewardsmyclaim.in/icici/,rewardsmyclaim.in/icici/,False,False,"{'error': 'all attempts failed', 'tried': ['rewardsmyclaim.in/icici/', 'https://rewardsmyclaim.in/icici/', 'http://rewardsmyclaim.in/icici/']}",False
Mock_Data_01_08_2025.xlsx,109,icici-learningmatrix.co.uk,icici-learningmatrix.co.uk,False,False,"{'error': 'all attempts failed', 'tried': ['icici-learningmatrix.co.uk', 'https://icici-learningmatrix.co.uk', 'http://icici-learningmatrix.co.uk']}",False
Mock_Data_01_08_2025.xlsx,110,shopscnw77.github.io/claimpoitns/,shopscnw77.github.io/claimpoitns/,True,False,"{'error': 'all attempts failed', 'tried': ['shopscnw77.github.io/claimpoitns/', 'https://shopscnw77.github.io/claimpoitns/', 'http://shopscnw77.github.io/claimpoitns/']}",False
Mock_Data_01_08_2025.xlsx,111,icici-upi.1automations.com,icici-upi.1automations.com,True,False,"{'error': 'all attempts failed', 'tried': ['icici-upi.1automations.com', 'https://icici-upi.1automations.com', 'http://icici-upi.1automations.com']}",False
